id,source,type,name,first_name,second_name,third_name,father_name,last_name,title,program,function,summary,url,gender,listed_at,updated_at,timestamp
un-sc-sanctions.6908139,un-sc-sanctions,entity,AGRICULTURAL NATIONAL ESTABLISHMENT IN ABU-GREIB,AGRICULTURAL NATIONAL ESTABLISHMENT IN ABU-GREIB,,,,,,Iraq (IQe.007),,,,,2004-04-26,,2018-01-13T13:41:05.627911
un-sc-sanctions.113231,un-sc-sanctions,entity,AL FURQAN,AL FURQAN,,,,,,Al-Qaida (QDe.107),,"Registered in Bosnia and Herzegovina as a citizens’ association under the
            name of “Citizens’ Association for Support and Prevention of lies – Furqan” on 26 Sep.
            1997. Al Furqan ceased its work by decision of the Ministry of Justice of the Bosnia and
            Herzegovina Federation (decision number 03-054-286/97 dated 8 Nov. 2002). Al Furqan was
            no longer in existence as at Dec. 2008. Review pursuant to Security Council resolution
            1822 (2008) was concluded on 15 Jun. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/une/5235578",,,2004-05-11,2004-11-26,2018-01-13T13:41:05.652916
un-sc-sanctions.6908140,un-sc-sanctions,entity,AL HASSAKA SPINNING PROJECT,AL HASSAKA SPINNING PROJECT,,,,,,Iraq (IQe.008),,,,,2004-04-26,,2018-01-13T13:41:05.684730
un-sc-sanctions.6908426,un-sc-sanctions,entity,الموقعون بالدم,AL MOUAKAOUNE BIDDAM,,,,,,Al-Qaida (QDe.139),,"Associated with the Organization of Al-Qaida in the Islamic Maghreb
            (QDe.014) and led by Mokhtar Belmokhtar (QDi.136). Active in the Sahel/Sahara
            region. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/une/5794758",,,2014-06-02,,2018-01-13T13:41:05.705507
un-sc-sanctions.6908427,un-sc-sanctions,entity,الملثمون,AL MOULATHAMOUN,,,,,,Al-Qaida (QDe.140),,"Founded in 2012 as a splinter group of the Organization of Al-Qaida in
            the Islamic Maghreb (QDe.014). On 20 Aug. 2013, Al Moulathamoun merged with the
            Mouvement pour l’Unification et le Jihad en Afrique de l’Ouest (MUJAO) (QDe.134) and
            established Al Mourabitoun (QDe.141). Associated with the Organization of Al-Qaida in
            the Islamic Maghreb (QDe.014) and led by Mokhtar Belmokhtar (QDi.136). Active in the
            Sahel/Sahara region. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/une/5794759",,,2014-06-02,,2018-01-13T13:41:05.724050
un-sc-sanctions.6908428,un-sc-sanctions,entity,المرابطون,AL MOURABITOUN,,,,,,Al-Qaida (QDe.141),,"Founded on 20 Aug. 2013 as result of a merger between Al Moulathamoun
            (QDe.140) and the Mouvement pour l’Unification et le Jihad en Afrique de l’Ouest (MUJAO)
            (QDe.134). Associated with the Organization of Al-Qaida in the Islamic Maghreb (QDe.014)
            and led by Mokhtar Belmokhtar (QDi.136). Active in the Sahel/Sahara region. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/une/5794760",,,2014-06-02,,2018-01-13T13:41:05.739411
un-sc-sanctions.113459,un-sc-sanctions,entity,AL RASHID TRUST,AL RASHID TRUST,,,,,,Al-Qaida (QDe.005),,"Headquarters are in Pakistan. Operations in Afghanistan: Herat Jalalabad,
            Kabul, Kandahar, Mazar Sherif. Also operations in Kosovo, Chechnya. Involved in the
            financing of Al-Qaida and the Taliban. Until 21 Oct. 2008, this entity appeared also as
            ""Aid Organization of the Ulema, Pakistan"" (QDe.073), listed on 24 Apr. 2002 and amended
            on 25 Jul. 2006. The two entries Al Rashid Trust (QDe.005) and Aid Organization of the
            Ulema, Pakistan (QDe.073) were consolidated into this entity on 21 Oct. 2008. Founded by
            Mufti Rashid Ahmad Ledahyanoy (deceased). Associated with Jaish-i-Mohammed (QDe.019).
            Banned in Pakistan since Oct. 2001. Despite the closure of its offices in Pakistan in
            February 2007 it has continued its activities. Review pursuant to Security Council
            resolution 1822 (2008) was concluded on 6 May 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/une/5235590",,,2001-10-06,2008-10-21,2018-01-13T13:41:05.759475
un-sc-sanctions.6908332,un-sc-sanctions,entity,AL WASEL AND BABEL GENERAL TRADING LLC,AL WASEL AND BABEL GENERAL TRADING LLC,,,,,,Iraq (IQe.197),,,,,2004-04-26,,2018-01-13T13:41:05.781232
un-sc-sanctions.113227,un-sc-sanctions,entity,AL-AKHTAR TRUST INTERNATIONAL,AL-AKHTAR TRUST INTERNATIONAL,,,,,,Al-Qaida (QDe.121),,"Regional offices in Pakistan: Bahawalpur, Bawalnagar, Gilgit, Islamabad,
            Mirpur Khas, Tando-Jan-Muhammad. Akhtarabad Medical Camp is in Spin Boldak, Afghanistan.
            Registered by members of Jaish-i-Mohammed (QDe.019). Associated with Harakat
            ul-Mujahidin/ HUM (QDe.008), Lashkar I Jhanghvi (LJ) (QDe.096) and Lashkar-e-Tayyiba
            (QDe.118). Banned in Pakistan. Review pursuant to Security Council resolution 1822
            (2008) was concluded on 14 Sep. 2009. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/une/5235573",,,2005-08-17,2008-12-10,2018-01-13T13:41:05.805903
un-sc-sanctions.6908339,un-sc-sanctions,entity,"AL-BASHAIR TRADING COMPANY, LTD","AL-BASHAIR TRADING COMPANY, LTD",,,,,,Iraq (IQe.204),,,,,2004-04-26,,2018-01-13T13:41:05.836487
un-sc-sanctions.113232,un-sc-sanctions,entity,AL-HARAMAIN & AL MASJED AL-AQSA CHARITY FOUNDATION,AL-HARAMAIN & AL MASJED AL-AQSA CHARITY FOUNDATION,,,,,,Al-Qaida (QDe.109),,"Used to be officially registered in Bosnia and Herzegovina under registry
            number 24. Al-Haramain & Al Masjed Al-Aqsa Charity Foundation ceased its work by
            decision of the Ministry of Justice of the Bosnia and Herzegovina Federation (decision
            on cessation of operation number 03-05-2-203/04). It was no longer in existence as at
            Dec. 2008. Its premises and humanitarian activities were transferred under Government
            supervision to a new entity called Sretna Buducnost. Review pursuant to Security Council
            resolution 1822 (2008) was concluded on 22 Jun. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/une/5864240",,,2004-06-28,2004-11-26,2018-01-13T13:41:05.855484
un-sc-sanctions.113336,un-sc-sanctions,entity,AL-HARAMAIN FOUNDATION (INDONESIA),AL-HARAMAIN FOUNDATION (INDONESIA),,,,,,Al-Qaida (QDe.103),,"Review pursuant to Security Council resolution 1822 (2008) was concluded
            on 22 Jun. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/une/5235596",,,2004-01-26,2012-03-21,2018-01-13T13:41:05.875021
un-sc-sanctions.113455,un-sc-sanctions,entity,AL-HARAMAIN FOUNDATION (PAKISTAN),AL-HARAMAIN FOUNDATION (PAKISTAN),,,,,,Al-Qaida (QDe.104),,"Review pursuant to Security Council resolution 1822 (2008) was concluded
            on 19 Oct. 2009. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/une/5566695",,,2004-01-26,2012-03-21,2018-01-13T13:41:05.892855
un-sc-sanctions.113234,un-sc-sanctions,entity,AL-HARAMAIN FOUNDATION (UNION OF THE COMOROS),AL-HARAMAIN FOUNDATION (UNION OF THE COMOROS),,,,,,Al-Qaida (QDe.116),,"Review pursuant to Security Council resolution 1822 (2008) was concluded
            on 22 Jun. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/une/5566795",,,2004-09-28,2012-03-21,2018-01-13T13:41:05.917736
un-sc-sanctions.113456,un-sc-sanctions,entity,AL-HARAMAIN ISLAMIC FOUNDATION,AL-HARAMAIN ISLAMIC FOUNDATION,,,,,,Al-Qaida (QDe.071),,"Under criminal investigation by the authorities of Bosnia and Herzegovina
            as of Nov. 2007. Employees and associates include Najib Ben Mohamed Ben Salem Al-Waz
            (listed under permanent reference number QDi.104). Review pursuant to Security Council
            resolution 1822 (2008) was concluded on 22 Jun. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/une/5566495",,,2002-03-13,2003-12-26,2018-01-13T13:41:05.933019
un-sc-sanctions.244845,un-sc-sanctions,entity,AL-HARAMAIN ISLAMIC FOUNDATION (SOMALIA),AL-HARAMAIN ISLAMIC FOUNDATION (SOMALIA),,,,,,Al-Qaida (QDe.072),,"Review pursuant to Security Council resolution 1822 (2008) was concluded
            on 22 Jun. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/une/5282114",,,2002-03-13,2011-12-13,2018-01-13T13:41:05.951657
un-sc-sanctions.113453,un-sc-sanctions,entity,AL-HARAMAIN: AFGHANISTAN BRANCH,AL-HARAMAIN: AFGHANISTAN BRANCH,,,,,,Al-Qaida (QDe.110),,"Review pursuant to Security Council resolution 1822 (2008) was concluded
            on 22 Jun. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/une/5566815",,,2004-07-06,2012-03-21,2018-01-13T13:41:05.964663
un-sc-sanctions.113335,un-sc-sanctions,entity,AL-HARAMAIN: ALBANIA BRANCH,AL-HARAMAIN: ALBANIA BRANCH,,,,,,Al-Qaida (QDe.111),,"Review pursuant to Security Council resolution 1822 (2008) was concluded
            on 22 Jun. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/une/5566835",,,2004-07-06,2012-03-21,2018-01-13T13:41:05.975080
un-sc-sanctions.113454,un-sc-sanctions,entity,AL-HARAMAIN: BANGLADESH BRANCH,AL-HARAMAIN: BANGLADESH BRANCH,,,,,,Al-Qaida (QDe.112),,"Review pursuant to Security Council resolution 1822 (2008) was concluded
            on 22 Jun. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/une/5235594",,,2004-07-06,2012-03-21,2018-01-13T13:41:05.995833
un-sc-sanctions.113233,un-sc-sanctions,entity,AL-HARAMAIN: ETHIOPIA BRANCH,AL-HARAMAIN: ETHIOPIA BRANCH,,,,,,Al-Qaida (QDe.113),,"Review pursuant to Security Council resolution 1822 (2008) was concluded
            on 22 Jun. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/une/5235587",,,2004-07-06,2012-03-21,2018-01-13T13:41:06.013361
un-sc-sanctions.113235,un-sc-sanctions,entity,AL-HARAMAIN: THE NETHERLANDS BRANCH,AL-HARAMAIN: THE NETHERLANDS BRANCH,,,,,,Al-Qaida (QDe.114),,"Review pursuant to Security Council resolution 1822 (2008) was concluded
            on 28 Jun. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/une/5235591",,,2004-07-06,2012-04-13,2018-01-13T13:41:06.028790
un-sc-sanctions.113338,un-sc-sanctions,entity,AL-HARAMAYN FOUNDATION (KENYA),AL-HARAMAYN FOUNDATION (KENYA),,,,,,Al-Qaida (QDe.105),,"Review pursuant to Security Council resolution 1822 (2008) was concluded
            on 22 Jun. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/une/5566735",,,2004-01-26,2012-03-21,2018-01-13T13:41:06.044595
un-sc-sanctions.113339,un-sc-sanctions,entity,AL-HARAMAYN FOUNDATION (TANZANIA),AL-HARAMAYN FOUNDATION (TANZANIA),,,,,,Al-Qaida (QDe.106),,"Review pursuant to Security Council resolution 1822 (2008) was concluded
            on 22 Jun. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/une/5566755",,,2004-01-26,2012-03-21,2018-01-13T13:41:06.069324
un-sc-sanctions.6908333,un-sc-sanctions,entity,AL-HUDA STATE COMPANY FOR RELIGIOUS TOURISM,AL-HUDA STATE COMPANY FOR RELIGIOUS TOURISM,,,,,,Iraq (IQe.198),,,,,2004-04-26,,2018-01-13T13:41:06.083319
un-sc-sanctions.113457,un-sc-sanctions,entity,الاتحاد الاسلامي,AL-ITIHAAD AL-ISLAMIYA / AIAI,,,,,,Al-Qaida (QDe.002),,"Reported to have operated in Somalia and Ethiopia and to have merged with
            Harakat Al-Shabaab Al-Mujaahidiin (Al-Shabaab), which was accepted as an affiliate of
            Al-Qaida (QDe.004) by Aiman Muhammed Rabi al-Zawahiri (QDi.006) in Feb. 2012, and is
            also subject to the sanctions measures set out in Security Council resolution 1844
            (2008) concerning Somalia and Eritrea (see https://www.un.org/sc/suborg/en/sanctions/751).
            Leadership included Hassan Abdullah Hersi Al-Turki (QDi.172) and Hassan Dahir Aweys
            (QDi.042). AIAI has received funds through the Al-Haramain Islamic Foundation (Somalia)
            (QDe.072). Review pursuant to Security Council resolution 1822 (2008) was concluded on
            21 Jun. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/une/5547355",,,2001-10-06,2007-12-21,2018-01-13T13:41:06.096839
un-sc-sanctions.6908429,un-sc-sanctions,entity,جبهة النصرة لأهل الشام,AL-NUSRAH FRONT FOR THE PEOPLE OF THE LEVANT,,,,,,Al-Qaida (QDe.137),,"Associated with Al-Qaida (QDe.004). Brought Syrian and foreign Al-Qaida in Iraq (QDe.115) and Asbat al-Ansar (QDe.007) fighters, along with other foreign Al-Qaida operatives, to join local elements in Syrian Arab Republic to carry out terrorist and guerrilla operations there. Previously associated with the Islamic State in Iraq and the Levant (ISIL), listed as Al-Qaida in Iraq (QDe.115), and its leader Ibrahim Awwad Ibrahim Ali al-Badri al-Samarrai (QDi.299) but separated from that group in 2013. In Jul. 2016, Abu Mohammed Al-Jawlani (QDi.317), the leader of Al-Nusrah Front for the People of the Levant, announced the group had changed its name to Jabhat Fath al-Sham and was no longer affiliated with any external entity. Despite the announcement and attempts to distinguish itself from Al-Nusrah Front for the People of the Levant, the group remains aligned with Al-Qaida and continues to carry out terrorist operations under this new name. Previously listed between 30 May 2013 and 13 May 2014 as an aka of Al-Qaida in Iraq (QDe.115) INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/une/5790822",,,2014-05-14,2017-06-07,2018-01-13T13:41:06.117515
un-sc-sanctions.113458,un-sc-sanctions,entity,القاعدة,AL-QAIDA,,,,,,Al-Qaida (QDe.004),,"Review pursuant to Security Council resolution 1822 (2008) was concluded
            on 21 Jun. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/une/5278330",,,2001-10-06,2009-03-05,2018-01-13T13:41:06.152157
un-sc-sanctions.113966,un-sc-sanctions,entity,القاعده في العراق,AL-QAIDA IN IRAQ,,,,,,Al-Qaida (QDe.115),,"Review pursuant to Security Council resolution 1822 (2008) was concluded
            on 25 May 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/une/5278296",,,2004-10-18,2004-12-02,2018-01-13T13:41:06.171056
un-sc-sanctions.2881836,un-sc-sanctions,entity,القاعدة في جزيرة العرب,AL-QAIDA IN THE ARABIAN PENINSULA (AQAP),,,,,,Al-Qaida (QDe.129),,"AQAP is a regional affiliate of Al-Qaida (QDe.004) and an armed group
            operating primarily in Arabian Peninsula. Location: Yemen. Alternative location: Saudi
            Arabia (2004 – 2006). Formed in Jan. 2009 when Al-Qaida in Yemen combined with Saudi
            Arabian Al-Qaida operatives. Leader of AQAP is Qasim Mohamed Mahdi Al-Rimi (QDi.282).  Ansar al-Shari’a was formed in early 2011 by AQAP and has taken
            responsibility for multiple attacks in Yemen against both government and civilian
            targets. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/une/5282104",,,2010-01-19,2012-10-04,2018-01-13T13:41:06.189778
un-sc-sanctions.6908033,un-sc-sanctions,entity,AL-SHABAAB,AL-SHABAAB,,,,,,Somalia (SOe.001),,INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/une/5775567,,,2010-04-12,,2018-01-13T13:41:06.226934
un-sc-sanctions.6908341,un-sc-sanctions,entity,ALFA COMPANY LIMITED FOR INTERNATIONAL TRADING AND MARKETING,ALFA COMPANY LIMITED FOR INTERNATIONAL TRADING AND MARKETING,,,,,,Iraq (IQe.206),,,,,2004-06-02,,2018-01-13T13:41:06.245313
un-sc-sanctions.110401,un-sc-sanctions,entity,AMIN INDUSTRIAL COMPLEX,AMIN INDUSTRIAL COMPLEX,,,,,,Iran (IRe.003),,"Sought temperature controllers which may be used in nuclear research and
            operational/production facilities. Amin Industrial Complex is owned or controlled by, or
            acts on behalf of, DIO, which was designated in resolution 1737 (2006). [Old Reference #
            E.29.I.1]",,,2010-06-09,2014-12-17,2018-01-13T13:41:06.264162
un-sc-sanctions.110400,un-sc-sanctions,entity,AMMUNITION AND METALLURGY INDUSTRIES GROUP (AMIG),AMMUNITION AND METALLURGY INDUSTRIES GROUP (AMIG),,,,,,Iran (IRe.004),,"Controls 7th of Tir, which is designated under resolution 1737 (2006) for
            its role in Iran's centrifuge programme. AMIG is in turn owned and controlled by DIO,
            which is designated under resolution 1737 (2006). [Old Reference # E.47.A.1]",,,2007-03-24,2014-12-17,2018-01-13T13:41:06.284412
un-sc-sanctions.690760,un-sc-sanctions,entity,AMROGGANG DEVELOPMENT BANKING CORPORATION,AMROGGANG DEVELOPMENT BANKING CORPORATION,,,,,,DPRK (KPe.009),,"Amroggang, which was established in 2006, is a Tanchon Commercial Bank-related company managed by Tanchon officials. Tanchon plays a role in financing KOMID’s sales of ballistic missiles and has also been involved in ballistic missile transactions from KOMID to Iran’s Shahid Hemmat Industrial Group (SHIG). Tanchon Commercial Bank was designated by the Committee in April 2009 and is the main DPRK financial entity for sales of conventional arms, ballistic missiles, and goods related to the assembly and manufacture of such weapons. KOMID was designated by the Committee in April 2009 and is the DPRK’s primary arms dealer and main exporter of goods and equipment related to ballistic missiles and conventional weapons. The Security Council designated SHIG in resolution 1737 (2006) as an entity involved in Iran’s ballistic missile programme.",,,2012-05-02,,2018-01-13T13:41:06.344773
un-sc-sanctions.6908143,un-sc-sanctions,entity,ANIMAL HEALTH DEPARTMENT,ANIMAL HEALTH DEPARTMENT,,,,,,Iraq (IQe.011),,,,,2004-04-26,,2018-01-13T13:41:06.365083
un-sc-sanctions.6908438,un-sc-sanctions,entity,أنصار الشريعة - بنغازي,ANSAR AL CHARIA BENGHAZI,,,,,,Al-Qaida (QDe.146),,"Associated with the Organization of Al-Qaida in the Islamic Maghreb
            (QDe.014), Al Mourabitoun (QDe.141), Ansar al-Shari’a in Tunisia (AAS-T) (QDe.143), and
            Ansar al Charia Derna (QDe.145). The leader is Mohamed al-Zahawi (not listed). Runs
            training camps for foreign terrorist fighters travelling to Syria, Iraq and
            Mali. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/une/5864235",,,2014-11-19,,2018-01-13T13:41:06.384317
un-sc-sanctions.6908437,un-sc-sanctions,entity,أنصار الشريعة – درنة,ANSAR AL CHARIA DERNA,,,,,,Al-Qaida (QDe.145),,"Associated with the Organization of Al-Qaida in the Islamic Maghreb
            (QDe.014), Ansar al-Shari’a in Tunisia (AAS-T) (QDe.143) and Ansar al Charia Benghazi
            (QDe.146). Runs training camps for foreign terrorist fighters travelling to Syria and
            Iraq. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/une/5863845",,,2014-11-19,,2018-01-13T13:41:06.402668
un-sc-sanctions.113460,un-sc-sanctions,entity,أنصار الاسلام,ANSAR AL-ISLAM,,,,,,Al-Qaida (QDe.098),,"The founder is Najmuddin Faraj Ahmad (QDi.226). Associated with Al-Qaida
            in Iraq (QDe.115). Located and primarily active in northern Iraq but maintains a
            presence in western and central Iraq. Review pursuant to Security Council resolution
            1822 (2008) was concluded on 21 Jun. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/une/5282119",,,2003-02-24,2004-03-31,2018-01-13T13:41:06.422559
un-sc-sanctions.6908410,un-sc-sanctions,entity,ANSAR AL-SHARI’A IN TUNISIA (AAS-T),ANSAR AL-SHARI’A IN TUNISIA (AAS-T),,,,,,Al-Qaida (QDe.143),,"A Tunisian armed group with links to the Organization of Al-Qaida in the
            Islamic Maghreb (QDe.014). The leader is Seifallah ben Hassine (QDi.333). INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/une/5817661",,,2014-09-23,,2018-01-13T13:41:06.450188
un-sc-sanctions.3014161,un-sc-sanctions,entity,انصار الدين,ANSAR EDDINE,,,,,,Al-Qaida (QDe.135),,"Was founded in December 2011 by Iyad ag Ghali (QDi.316). Linked to the
            Organization of Al-Qaida in the Islamic Maghreb (QDe.014) and Mouvement pour
            l’Unification et le Jihad en Afrique de l’Ouest (MUJAO) (QDe.134). Associated with
            Abdelmalek Droukdel (QDi.232). INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/une/5566155",,,2013-03-20,,2018-01-13T13:41:06.470838
un-sc-sanctions.6908430,un-sc-sanctions,entity,أنصار المسلمین في بلاد السودان,ANSARUL MUSLIMINA FI BILADIS SUDAN,,,,,,Al-Qaida (QDe.142),,"Terrorist and paramilitary group established in 2012 and operating in
            Nigeria. Associated with the Organization of Al-Qaida in the Islamic Maghreb (AQIM)
            (QDe.014), Jama'atu Ahlis Sunna Lidda'Awati Wal-Jihad (Boko Haram) (QDe.138) and
            Abubakar Mohammed Shekau (QDi322). INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/une/5800046",,,2014-06-26,,2018-01-13T13:41:06.488718
un-sc-sanctions.6908144,un-sc-sanctions,entity,ARAB IraqI COMPANY FOR LIVESTOCK DEVELOPMENT,ARAB IraqI COMPANY FOR LIVESTOCK DEVELOPMENT,,,,,,Iraq (IQe.012),,,,,2004-04-26,,2018-01-13T13:41:06.507679
un-sc-sanctions.6908145,un-sc-sanctions,entity,ARAB WOOD MANUFACTURING COMPANY,ARAB WOOD MANUFACTURING COMPANY,,,,,,Iraq (IQe.013),,,,,2004-04-26,,2018-01-13T13:41:06.520977
un-sc-sanctions.110399,un-sc-sanctions,entity,ARMAMENT INDUSTRIES GROUP (AIG),ARMAMENT INDUSTRIES GROUP (AIG),,,,,,Iran (IRe.005),,"Manufacturers and services a variety of small arms and light weapons,
            including large- and medium-calibre guns and related technology. AIG conducts the
            majority of its procurement activity through Hadid Industries Complex. [Old Reference #
            E.29.I.2]",,,2010-06-09,2014-12-17,2018-01-13T13:41:06.547714
un-sc-sanctions.113237,un-sc-sanctions,entity,الجماعة الاسلامية المسلحة,ARMED ISLAMIC GROUP,,,,,,Al-Qaida (QDe.006),,"Review pursuant to Security Council resolution 1822 (2008) was concluded
            on 21 Jun. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/une/5281693",,,2001-10-06,2008-04-07,2018-01-13T13:41:06.569243
un-sc-sanctions.113461,un-sc-sanctions,entity,عصبة الأنصار,ASBAT AL-ANSAR,,,,,,Al-Qaida (QDe.007),,"Active in northern Iraq. Associated with Al-Qaida in Iraq (QDe.115).
            Review pursuant to Security Council resolution 1822 (2008) was concluded on 21 Jun.
            2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/une/5278387",,,2001-10-06,2009-01-30,2018-01-13T13:41:06.589323
un-sc-sanctions.6908146,un-sc-sanctions,entity,ATH THAWRA HOUSE FOR PRESS AND PUBLISHING,ATH THAWRA HOUSE FOR PRESS AND PUBLISHING,,,,,,Iraq (IQe.014),,,,,2004-04-26,,2018-01-13T13:41:06.606672
un-sc-sanctions.6908147,un-sc-sanctions,entity,AUTOMOBILE STATE ENTERPRISE,AUTOMOBILE STATE ENTERPRISE,,,,,,Iraq (IQe.015),,,,,2004-04-26,,2018-01-13T13:41:06.631354
un-sc-sanctions.6908334,un-sc-sanctions,entity,AVIATRANS ANSTALT,AVIATRANS ANSTALT,,,,,,Iraq (IQe.199),,,,,2004-04-26,,2018-01-13T13:41:06.644432
un-sc-sanctions.6908338,un-sc-sanctions,entity,Al-ARABI TRADING COMPANY,Al-ARABI TRADING COMPANY,,,,,,Iraq (IQe.203),,,,,2004-04-26,,2018-01-13T13:41:06.663311
un-sc-sanctions.6908148,un-sc-sanctions,entity,BABYLON PROJECT,BABYLON PROJECT,,,,,,Iraq (IQe.016),,,,,2004-04-26,,2018-01-13T13:41:06.693651
un-sc-sanctions.6908150,un-sc-sanctions,entity,BAGHDAD MUNICIPALITY,BAGHDAD MUNICIPALITY,,,,,,Iraq (IQe.017),,,,,2004-04-26,,2018-01-13T13:41:06.719773
un-sc-sanctions.6908151,un-sc-sanctions,entity,BAGHDAD STOCK EXCHANGE,BAGHDAD STOCK EXCHANGE,,,,,,Iraq (IQe.018),,,,,2004-04-26,,2018-01-13T13:41:06.739502
un-sc-sanctions.690764,un-sc-sanctions,entity,BANK OF EAST LAND,BANK OF EAST LAND,,,,,,DPRK (KPe.013),,"DPRK financial institution Bank of East Land facilitates weapons-related transactions for, and other support to, arms manufacturer and exporter Green Pine Associated Corporation (Green Pine). Bank of East Land has actively worked with Green Pine to transfer funds in a manner that circumvents sanctions. In 2007 and 2008, Bank of East Land facilitated transactions involving Green Pine and Iranian financial institutions, including Bank Melli and Bank Sepah. The Security Council designated Bank Sepah in resolution 1747 (2007) for providing support to Iran’s ballistic missile program. Green Pine was designated by the Committee in April 2012.",,,2013-01-22,,2018-01-13T13:41:06.769011
un-sc-sanctions.110396,un-sc-sanctions,entity,BARZAGANI TEJARAT TAVANMAD SACCAL COMPANIES,BARZAGANI TEJARAT TAVANMAD SACCAL COMPANIES,,,,,,Iran (IRe.008),,"A subsidiary of Saccal System companies, this company tried to purchase
            sensitive goods for an entity listed in resolution 1737 (2006). [Old Reference #
            E.03.III.2]",,,2008-03-03,,2018-01-13T13:41:06.782394
un-sc-sanctions.110395,un-sc-sanctions,entity,BEHINEH TRADING CO.,BEHINEH TRADING CO.,,,,,,Iran (IRe.009),,"An Iranian company that played a key role in Iran's illicit transfer of
            arms to West Africa and acted on behalf of the IRGC Qods Force, commanded by Major
            General Qasem Soleimani, designated by the UN Security Council in resolution 1747
            (2007), as the shipper of the weapons consignment. (Additional Information: Telephone:
            98-919-538-2305; Website: http://www.behinehco.ir) [Old Reference #
            E.AC.50.18.04.12]",,,2012-04-18,,2018-01-13T13:41:06.792585
un-sc-sanctions.113474,un-sc-sanctions,entity,BENEVOLENCE INTERNATIONAL FOUNDATION,BENEVOLENCE INTERNATIONAL FOUNDATION,,,,,,Al-Qaida (QDe.093),,"Employer Identification Number (United States of America): 36-3823186.
            Review pursuant to Security Council resolution 1822 (2008) was concluded on 22 Jun.
            2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/une/5999801",,,2002-11-21,2003-01-24,2018-01-13T13:41:06.816745
un-sc-sanctions.6908467,un-sc-sanctions,entity,BUREAU D'ACHAT DE DIAMANT EN CENTRAFRIQUE/KARDIAM,BUREAU D'ACHAT DE DIAMANT EN CENTRAFRIQUE/KARDIAM,,,,,,CAR (CFe.001),,"Headed by Abdoul-Karim Dan-Azoumi, since 12 December 1986 and by
            Aboubakar Mahamat, since 1 January 2005. Branches include MINAIR, and SOFIA TP (Douala,
            Cameroon). INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/une/5891200",,,2015-08-20,,2018-01-13T13:41:06.847285
un-sc-sanctions.6908024,un-sc-sanctions,entity,BUTEMBO AIRLINES (BAL),BUTEMBO AIRLINES (BAL),,,,,,DRC (CDe.002),,"Privately-owned airline, operates out of Butembo. Since December 2008, BAL no longer holds an aircraft operating license in the DRC. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/une/5278478",,,2007-03-29,,2018-01-13T13:41:06.863580
