name,lastName,uri,imageUri,worthChange,age,source,industry,gender,country,timestamp,realTimeWorth,realTimeRank,realTimePosition
Russ Weiner,Weiner,russ-weiner,russ-weiner,0,47,energy drinks,Food and Beverage,M,United States,1516704901086,4394,512,512
"Austen Cargill, II.",Cargill,austen-cargill-ii,no-pic,0,66,Cargill,Food and Beverage,M,United States,1516704901086,4347.678,517,517
"James Cargill, II.",Cargill,james-cargill-ii,no-pic,0,68,Cargill,Food and Beverage,M,United States,1516704901086,4347.678,517,518
Vanich Chaiyawan,Chaiyawan,vanich-chaiyawan,vanich-chaiyawan,1.486,86,"insurance, beverages",Finance and Investments,M,Thailand,1516704901086,3249.302,736,736
Traudl Engelhorn,Engelhorn,traudl-engelhorn,no-pic-female,0,,"pharmaceuticals, medical equipment",Healthcare,F,Germany,1516704901086,4000,571,572
Diane Hendricks,Hendricks,diane-hendricks,diane-hendricks,0,70,roofing,Construction & Engineering,F,United States,1516704901086,5658.549,345,345
Ji Changqun,Ji,ji-changqun-1,no-pic,349.7,50,real estate,Real Estate,M,China,1516704901086,5792.308,337,337
Nathan Kirsh,Kirsh,nathan-kirsh,nathan-kirsh,4.571,86,"retail, real estate",Fashion & Retail,M,Swaziland,1516704901086,4624.044,475,475
Marianne Liebmann,Liebmann,marianne-liebmann,no-pic-female,0,64,Cargill,Food and Beverage,F,United States,1516704901086,4347.678,517,519
Luo Jye,Luo,luo-jye,luo-jye,-27.549,92,tires,Automotive,M,Taiwan,1516704901086,3458.42,696,696
Mary Alice Dorrance Malone,Malone,mary-alice-dorrance-malone,no-pic-female,13.823,67,Campbell Soup,Food and Beverage,F,United States,1516704901086,3427.305,699,699
Ermirio Pereira de Moraes,Moraes,ermirio-pereira-de-moraes,no-pic,0,85,diversified,Diversified,M,Brazil,1516704901086,2968.17,817,817
Maria Helena Moraes Scripilliti,Moraes Scripilliti,maria-helena-moraes-scripilliti,no-pic-female,0,87,diversified,Diversified,F,Brazil,1516704901086,2754.096,898,898
Naguib Sawiris,Sawiris,naguib-sawiris,naguib-sawiris,42.329,63,telecom,Telecom,M,Egypt,1516704901086,4095.666,559,559
Friede Springer,Springer,friede-springer,friede-springer,72.572,75,publishing,Media & Entertainment,F,Germany,1516704901086,6094.462,312,312
Prince Sultan bin Mohammed bin Saud Al Kabeer,Al Kabeer,prince-sultan-bin-mohammed-bin-saud-al-kabeer,prince-sultan-bin-mohammed-bin-saud-al-kabeer,-26.342,64,dairy farms,Food and Beverage,M,Saudi Arabia,1516704901086,3744.145,625,625
Stephen Bisciotti,Bisciotti,stephen-bisciotti,stephen-bisciotti,0,57,"staffing, Baltimore Ravens",Sports,M,United States,1516704901086,4271.471,533,533
Nathan Blecharczyk,Blecharczyk,nathan-blecharczyk,nathan-blecharczyk,0,34,Airbnb,Technology,M,United States,1516704901086,3800,608,610
Rick Caruso,Caruso,rick-caruso,rick-caruso,0,59,real estate,Real Estate,M,United States,1516704901086,3949.8,586,586
Bubba Cathy,Cathy,bubba-cathy,bubba-cathy,0,63,Chick-fil-A,Food and Beverage,M,United States,1516704901086,5184.204,402,402
Dan Cathy,Cathy,dan-cathy,dan-cathy,0,64,Chick-fil-A,Food and Beverage,M,United States,1516704901086,5184.204,402,403
Brian Chesky,Chesky,brian-chesky,brian-chesky,0,36,Airbnb,Technology,M,United States,1516704901086,3800,608,608
Giuseppe De'Longhi,De'Longhi,giuseppe-delonghi,no-pic,-11.551,78,coffee makers,Fashion & Retail,M,Italy,1516704901086,4559.545,480,480
Ralph Dommermuth,Dommermuth,ralph-dommermuth,ralph-dommermuth,28.069,54,internet service provider,Technology,M,Germany,1516704901086,6433.876,293,293
Joe Gebbia,Gebbia,joe-gebbia,joe-gebbia,0,36,Airbnb,Technology,M,United States,1516704901086,3800,608,609
Jia Yueting,Jia,jia-yueting,jia-yueting,,45,online video,Technology,M,China,1506115623491,,,
H. Fisk Johnson,Johnson,h-fisk-johnson,h-fisk-johnson,-2.056,59,cleaning products,Manufacturing,M,United States,1516704901086,3926.703,591,591
Imogene Powers Johnson,Johnson,imogene-powers-johnson,imogene-powers-johnson,-2.056,87,cleaning products,Manufacturing,F,United States,1516704901086,3956.703,580,581
S. Curtis Johnson,Johnson,s-curtis-johnson,s-curtis-johnson,-2.056,62,cleaning products,Manufacturing,M,United States,1516704901086,3956.703,580,582
Helen Johnson-Leipold,Johnson-Leipold,helen-johnson-leipold,helen-johnson-leipold,-2.056,61,cleaning products,Manufacturing,F,United States,1516704901086,3956.703,580,580
Winifred Johnson-Marquart,Johnson-Marquart,winifred-johnson-marquart,no-pic-female,-2.056,58,cleaning products,Manufacturing,F,United States,1516704901086,3956.703,580,583
Barry Lam,Lam,barry-lam,barry-lam,-29.481,68,electronics,Technology,M,Taiwan,1516704901086,4116.349,555,555
Liang Wengen,Liang,liang-wengen,liang-wengen,101.57,61,construction equipment,Manufacturing,M,China,1516704901086,5109.384,411,411
Niels Peter Louis-Hansen,Louis-Hansen,niels-peter-louis-hansen,niels-peter-louis-hansen,61.007,70,medical devices,Healthcare,M,Denmark,1516704901086,5013.477,422,422
Kalanithi Maran,Maran,kalanithi-maran,kalanithi-maran,-38.145,52,media,Media & Entertainment,M,India,1516704901086,5531.595,362,362
Jose Roberto Marinho,Marinho,jose-roberto-marinho,jose-roberto-marinho,0,62,media,Media & Entertainment,M,Brazil,1516704901086,2790.543,883,883
Roberto Irineu Marinho,Marinho,roberto-irineu-marinho,roberto-irineu-marinho,0,70,media,Media & Entertainment,M,Brazil,1516704901086,2822.704,870,870
Clayton Mathile,Mathile,clayton-mathile,clayton-mathile,0,77,pet food,Food and Beverage,M,United States,1516704901086,2339,1084,1084
Siegfried Meister,Meister,siegfried-meister,no-pic,,79,appliances,Manufacturing,M,Germany,1506115622564,,,
"Julian Robertson, Jr.",Robertson,julian-robertson-jr,julian-robertson-jr,0,85,hedge funds,Finance and Investments,M,United States,1516704901086,4130,552,552
"Walter Scott, Jr.",Scott,walter-scott-jr,walter-scott-jr,1.714,86,"utilities, telecom",Energy,M,United States,1516704901086,4200.11,544,544
Joan Tisch,Tisch,joan-tisch,joan-tisch,,90,diversified,Finance and Investments,F,United States,1509730987817,,,
Martin & Olivier Bouygues,Bouygues,martin-olivier-bouygues,martin-olivier-bouygues,-6.145,,"construction, media",Construction & Engineering,M,France,1516704901086,5278.009,393,393
Archie Aldis Emmerson,Emmerson,archie-aldis-emmerson,archie-aldis-emmerson,0,88,"timberland, lumber mills",Manufacturing,M,United States,1516704901086,4295.752,532,532
Juan Carlos Escotet,Escotet,juan-carlos-escotet,juan-carlos-escotet,0,58,banking,Finance and Investments,M,Venezuela,1516704901086,4158.676,549,549
Ken Fisher,Fisher,ken-fisher,ken-fisher,0,67,money management,Finance and Investments,M,United States,1516704901086,4156.295,551,551
Joao Roberto Marinho,Marinho,joao-roberto-marinho,joao-roberto-marinho,0,64,media,Media & Entertainment,M,Brazil,1516704901086,2742.7,904,904
Igor Olenicoff,Olenicoff,igor-olenicoff,igor-olenicoff,0,75,real estate,Real Estate,M,United States,1516704901086,4225.54,540,540
Ajay Piramal,Piramal,ajay-piramal,ajay-piramal,56.9,62,pharmaceuticals,Healthcare,M,India,1516704901086,5275.898,395,395
Wolfgang Reimann,Reimann,wolfgang-reimann,no-pic,0,65,consumer goods,Fashion & Retail,M,Germany,1516704901086,4297.433,526,529
Matthias Reimann-Andersen,Reimann-Andersen,matthias-reimann-andersen,no-pic,0,52,consumer goods,Fashion & Retail,M,Germany,1516704901086,4297.433,526,526
Stefan Reimann-Andersen,Reimann-Andersen,stefan-reimann-andersen,no-pic,0,54,consumer goods,Fashion & Retail,M,Germany,1516704901086,4297.433,526,528
Renate Reimann-Haas,Reimann-Haas,renate-reimann-haas,no-pic-female,0,66,consumer goods,Fashion & Retail,F,Germany,1516704901086,4297.433,526,527
Hussain Sajwani,Sajwani,hussain-sajwani,hussain-sajwani,-70.509,64,real estate,Real Estate,M,United Arab Emirates,1516704901086,4258.627,536,536
Vivek Chaand Sehgal,Sehgal,vivek-chaand-sehgal,vivek-chaand-sehgal,36.566,61,auto parts,Automotive,M,Australia,1516704901086,6342.869,298,298
"Clemmie Spangler, Jr.",Spangler,clemmie-spangler-jr,clemmie-spangler-jr,5.739,85,investments,Finance and Investments,M,United States,1516704901086,4590.78,478,478
Jerry Speyer,Speyer,jerry-speyer,jerry-speyer,0,77,real estate,Real Estate,M,United States,1516704901086,3947.718,588,588
Steven Spielberg,Spielberg,steven-spielberg,steven-spielberg,0,71,Movies,Media & Entertainment,M,United States,1516704901086,3630,642,642
Lucio Tan,Tan,lucio-tan,lucio-tan,117.19,83,diversified,Diversified,M,Philippines,1516704901086,5042.833,417,417
Yitzhak Tshuva,Tshuva,yitzhak-tshuva,yitzhak-tshuva,-4.89,69,real estate,Real Estate,M,Israel,1516704901086,3840.561,605,605
Steven Udvar-Hazy,Udvar-Hazy,steven-udvar-hazy,steven-udvar-hazy,3.807,71,aircraft leasing,Service,M,United States,1516704901086,3955.242,585,585
Murat Ulker,Ulker,murat-ulker,murat-ulker,20.93,58,food manufacturing,Food and Beverage,M,Turkey,1516704901086,4334.281,522,522
Roger Wang,Wang,roger-wang,roger-wang,27.973,69,retail,Fashion & Retail,M,United States,1516704901086,4090.939,560,560
Juergen Blickle,Blickle,juergen-blickle,juergen-blickle,0,71,auto parts,Manufacturing,M,Germany,1516704901086,5033.938,418,418
Vivien Chen,Chen,vivien-chen,vivien-chen,0,59,real estate,Real Estate,F,Hong Kong,1516704901086,2261.002,1117,1117
Denise Coates,Coates,denise-coates,denise-coates,0,50,online gambling,Gambling & Casinos,F,United Kingdom,1516704901086,4766.357,454,454
Dan Friedkin,Friedkin,dan-friedkin,dan-friedkin,0,52,Toyota dealerships,Automotive,M,United States,1516704901086,4114.908,556,556
Phillip Frost,Frost,phillip-frost,phillip-frost,-3.768,81,pharmaceuticals,Healthcare,M,United States,1516704901086,2775.435,890,890
Jimmy Haslam,Haslam,jimmy-haslam,jimmy-haslam,0,63,"gas stations, retail",Fashion & Retail,M,United States,1516704901086,3436.546,698,698
Huang Rulun,Huang,huang-rulun,huang-rulun,0,66,real estate,Real Estate,M,China,1516704901086,4341.062,520,520
Masatoshi Ito,Ito,masatoshi-ito,masatoshi-ito,23.239,93,retail,Fashion & Retail,M,Japan,1516704901086,3907.845,599,599
Dmitry Kamenshchik,Kamenshchik,dmitry-kamenshchik,dmitry-kamenshchik,0,49,airport,Service,M,Russia,1516704901086,4917.915,437,437
Dominika & Sebastian Kulczyk,Kulczyk,dominika-sebastian-kulczyk,dominika-sebastian-kulczyk,7.016,,diversified,Finance and Investments,,Poland,1516704901086,3705.378,633,633
Masahiro Miki,Miki,masahiro-miki,masahiro-miki,111.784,62,shoes,Fashion & Retail,M,Japan,1516704901086,3916.5,597,597
Michael Milken,Milken,michael-milken,michael-milken,4.335,71,investments,Finance and Investments,M,United States,1516704901086,3735.503,626,626
Shigenobu Nagamori,Nagamori,shigenobu-nagamori,shigenobu-nagamori,90.751,73,motors,Manufacturing,M,Japan,1516704901086,6024.506,323,323
Gary Rollins,Rollins,gary-rollins,no-pic,54.759,73,pest control,Service,M,United States,1516704901086,4928.677,435,435
Randall Rollins,Rollins,randall-rollins,randall-rollins,54.759,86,pest control,Service,M,United States,1516704901086,4928.677,435,436
Ricardo Salinas Pliego,Salinas Pliego,ricardo-salinas-pliego,ricardo-salinas-pliego,-4.09,62,"retail, media",Fashion & Retail,M,Mexico,1516704901086,7587.95,233,233
Henry Samueli,Samueli,henry-samueli,henry-samueli,-40.913,63,semiconductors,Technology,M,United States,1516704901086,4004.509,570,570
"Bernard Saul, II.",Saul,bernard-saul-ii,bernard-saul-ii,-1.394,85,"banking, real estate",Finance and Investments,M,United States,1516704901086,3651.237,640,640
Jeff Sutton,Sutton,jeff-sutton,no-pic,0,58,real estate,Real Estate,M,United States,1516704901086,3956.5,584,584
Frank Wang,Wang,frank-wang,frank-wang,0,37,drones,Technology,M,China,1516704901086,3200,747,747
Yu Huijiao,Yu,yu-huijiao,yu-huijiao,66.608,51,package delivery,Logistics,M,China,1516704901086,4695.834,467,467
Zhou Jianping,Zhou,zhou-jianping,zhou-jianping,20.041,57,fashion retail,Fashion & Retail,M,China,1516704901086,4425.817,509,509
Bajaj brothers,Bajaj,bajaj-1,no-pic,67.31,,diversified,Diversified,M,India,1516704901086,5003.219,423,423
Rahul Bajaj,Bajaj,rahul-bajaj,rahul-bajaj,64.43,79,motorcycles,Automotive,M,India,1516704901086,4533.565,483,483
Dagmar Dolby,Dolby,dagmar-dolby,dagmar-dolby,-0.428,76,Dolby Laboratories,Technology,F,United States,1516704901086,4129.851,553,553
Jaime Gilinski Bacal,Gilinski Bacal,jaime-gilinski-bacal,jaime-gilinski-bacal,6.594,60,banking,Finance and Investments,M,Colombia,1516704901086,3652.715,639,639
Antti Herlin,Herlin,antti-herlin,antti-herlin,37.462,61,"elevators, escalators",Manufacturing,M,Finland,1516704901086,4471.639,501,501
Daniela Herz,Herz,daniela-herz,no-pic-female,-0.848,64,coffee,Finance and Investments,F,Germany,1516704901086,3919.124,594,594
Guenter Herz,Herz,guenter-herz,no-pic,-0.848,77,coffee,Finance and Investments,M,Germany,1516704901086,3919.124,594,595
Peter Kellogg,Kellogg,peter-kellogg,no-pic,41.769,75,investments,Finance and Investments,M,United States,1516704901086,3793.422,612,612
Lars Larsen,Larsen,lars-larsen,lars-larsen,0,69,retail,Fashion & Retail,M,Denmark,1516704901086,2125.028,1186,1186
Robert McNair,McNair,robert-mcnair,robert-mcnair,0,81,"energy, sports",Sports,M,United States,1516704901086,3754.72,622,622
Yuri Milner,Milner,yuri-milner,yuri-milner,0,56,"Facebook, investments",Finance and Investments,M,Russia,1516704901086,3518,679,679
Pang Kang,Pang,pang-kang,no-pic,44.479,62,soy sauce maker,Food and Beverage,M,China,1516704901086,6991.902,265,265
Ravi Pillai,Pillai,ravi-pillai,ravi-pillai,0.014,64,construction,Construction & Engineering,M,India,1516704901086,4194.869,545,545
Alexandra Schoerghuber,Schoerghuber,alexandra-schoerghuber,no-pic-female,0,59,real estate,Real Estate,F,Germany,1516704901086,4985.408,427,427
Donald Sterling,Sterling,donald-sterling,donald-sterling,0,83,real estate,Real Estate,M,United States,1516704901086,3530.7,673,673
Harry Stine,Stine,harry-stine,harry-stine,-0.425,76,agriculture,Food and Beverage,M,United States,1516704901086,3942.142,589,589
Donald Trump,Trump,donald-trump,donald-trump,0,71,"television, real estate",Real Estate,M,United States,1516704901086,3121.415,772,772
George Ty,Ty,george-ty,george-ty,-45.559,85,banking,Finance and Investments,M,Philippines,1516704901086,4182.376,547,547
Nusli Wadia,Wadia,nusli-wadia,no-pic,14.515,73,consumer products,Food and Beverage,M,India,1516704901086,6533.405,286,286
Vladimir Yevtushenkov,Yevtushenkov,vladimir-yevtushenkov,vladimir-yevtushenkov,34.071,69,telecom,Telecom,M,Russia,1516704901086,2108.104,1195,1195
Andrej Babis,Babis,andrej-babis,andrej-babis,0,63,agriculture,Food and Beverage,M,Czech Republic,1516704901086,4507.221,492,492
Che Jianxing,Che,che-jianxing,che-jianxing,136.954,51,furniture retailing,Fashion & Retail,M,China,1516704901086,4819.324,443,443
Mark Cuban,Cuban,mark-cuban,mark-cuban,-0.047,59,online media,Media & Entertainment,M,United States,1516704901086,3318.094,723,723
David Filo,Filo,david-filo,david-filo,156.026,51,Yahoo,Technology,M,United States,1516704901086,5462.618,372,372
Jeff Greene,Greene,jeff-greene,jeff-greene,0,63,"real estate, investments",Real Estate,M,United States,1516704901086,3785,616,616
Chang-Woo Han,Han,chang-woo-han,chang-woo-han,0,86,pachinko parlors,Gambling & Casinos,M,Japan,1516704901086,2648.717,938,938
Sumet Jiaravanon,Jiaravanon,sumet-jiaravanon,no-pic,57.323,83,diversified,Diversified,M,Thailand,1516704901086,4715.252,462,462
Samvel Karapetyan,Karapetyan,samvel-karapetyan,samvel-karapetyan,0,52,real estate,Construction & Engineering,M,Russia,1516704901086,5130.67,408,408
Randal Kirk,Kirk,randal-kirk,randal-kirk,38.618,63,pharmaceuticals,Healthcare,M,United States,1516704901086,3008.003,801,801
Li Shuirong,Li,li-shuirong,li-shuirong,115.506,61,petrochemicals,Manufacturing,M,China,1516704901086,5044.613,416,416
George Lindemann,Lindemann,george-lindemann,george-lindemann,64.16,81,investments,Finance and Investments,M,United States,1516704901086,3477.294,689,689
Anthony Pritzker,Pritzker,anthony-pritzker,anthony-pritzker,0.256,57,"hotels, investments",Service,M,United States,1516704901086,3463.68,692,692
Jay Robert (J.B.) Pritzker,Pritzker,jay-robert-jb-pritzker,jay-robert-jb-pritzker,0.256,53,"hotels, investments",Finance and Investments,M,United States,1516704901086,3463.68,692,693
"Enrique Razon, Jr.",Razon,enrique-razon-jr,enrique-razon-jr,99.941,57,ports,Logistics,M,Philippines,1516704901086,4707.247,466,466
Sun Guangxin,Sun,sun-guangxin,sun-guangxin,63.432,55,diversified,Diversified,M,China,1516704901086,3655.867,638,638
Tony Tan Caktiong,Tan Caktiong,tony-tan-caktiong,tony-tan-caktiong,4.576,65,food,Fashion & Retail,M,Philippines,1516704901086,4020.693,567,567
Yu Yong,Yu,yu-yong,no-pic,151.894,56,mining,Finance and Investments,M,China,1516704901086,6441.151,291,291
Arthur Blank,Blank,arthur-blank,arthur-blank,34.43,75,Home Depot,Sports,M,United States,1516704901086,4319.171,525,525
Rainer Blickle,Blickle,rainer-blickle,rainer-blickle,0,70,auto parts,Manufacturing,M,Germany,1516704901086,4530.545,484,484
Alain Bouchard,Bouchard,alain-bouchard,alain-bouchard,23.709,68,retail,Fashion & Retail,M,Canada,1516704901086,3568.578,659,659
Bernard Broermann,Broermann,bernard-broermann,bernard-broermann,0,74,hospitals,Healthcare,M,Germany,1516704901086,4739.609,456,456
Alejandro Bulgheroni,Bulgheroni,alejandro-bulgheroni,no-pic,0,,oil & gas,Energy,M,Argentina,1516704901086,3909.498,598,598
John Catsimatidis,Catsimatidis,john-catsimatidis,john-catsimatidis,0,69,"oil, real estate",Energy,M,United States,1516704901086,3110,775,775
Jaran Chiaravanont,Chiaravanont,jaran-chiaravanont,no-pic,56.31,87,diversified,Diversified,M,Thailand,1516704901086,4639.876,474,474
Abilio dos Santos Diniz,Diniz,abilio-dos-santos-diniz,abilio-dos-santos-diniz,74.575,81,retail,Fashion & Retail,M,Brazil,1516704901086,3109.139,776,776
Gustaf Douglas,Douglas,gustaf-douglas,gustaf-douglas,-34.285,79,investments,Diversified,M,Sweden,1516704901086,4075.89,562,562
Walter Faria,Faria,walter-faria,walter-faria,0,62,beer,Food and Beverage,M,Brazil,1516704901086,3553.097,664,664
Miguel Fluxa Rossello,Fluxa Rossello,miguel-fluxa-rossello,no-pic,0,79,hotels,Service,M,Spain,1516704901086,5014.545,421,421
Tom Gores,Gores,tom-gores,tom-gores,1.587,53,private equity,Finance and Investments,M,United States,1516704901086,3724.844,629,629
Montri Jiaravanont,Jiaravanont,montri-jiaravanont,no-pic,55.853,86,diversified,Diversified,M,Thailand,1516704901086,4599.864,477,477
Johan Johannson,Johannson,johan-johannson,no-pic,0,51,grocery stores,Fashion & Retail,M,Norway,1516704901086,4224.309,541,541
Edwin Leong,Leong,edwin-leong,edwin-leong,0,66,real estate,Real Estate,M,Hong Kong,1516704901086,3495.171,686,686
Lin Xiucheng,Lin,lin-xiucheng,lin-xiucheng,286.758,62,electronics,Technology,M,China,1516704901086,5638.047,354,354
Qiu Guanghe,Qiu,qiu-guanghe,qiu-guanghe,-52.389,66,fashion retail,Fashion & Retail,M,China,1516704901086,3542.221,668,668
"David Rockefeller, Sr.",Rockefeller,david-rockefeller-sr,david-rockefeller-sr,,102,"real estate, investments",Finance and Investments,M,United States,1506115648782,,,
Shaul Shani,Shani,shaul-shani,no-pic,0,63,telecom,Telecom,M,Israel,1516704901086,3350,711,711
